1462833586.381733, 1, -0.2730, 1.2442, 0.0914, 0.0033, 0.1478, 0.3089, -0.9395
1462833586.382843, 1, -0.2729, 1.2441, 0.0913, 0.0035, 0.1483, 0.3089, -0.9394
1462833586.383536, 1, -0.2728, 1.2441, 0.0913, 0.0036, 0.1487, 0.3087, -0.9394
1462833586.384157, 1, -0.2726, 1.2441, 0.0913, 0.0036, 0.1488, 0.3087, -0.9394
1462833586.385198, 1, -0.2724, 1.2441, 0.0913, 0.0034, 0.1487, 0.3088, -0.9394
1462833586.385458, 1, -0.2722, 1.2440, 0.0914, 0.0035, 0.1482, 0.3089, -0.9395
1462833586.386099, 1, -0.2720, 1.2440, 0.0916, 0.0033, 0.1477, 0.3088, -0.9396
1462833586.386740, 1, -0.2718, 1.2440, 0.0917, 0.0031, 0.1476, 0.3090, -0.9395
1462833586.387453, 1, -0.2717, 1.2440, 0.0918, 0.0031, 0.1474, 0.3091, -0.9395
1462833586.388120, 1, -0.2716, 1.2441, 0.0919, 0.0034, 0.1474, 0.3095, -0.9394
1462833586.389761, 1, -0.2715, 1.2444, 0.0920, 0.0037, 0.1473, 0.3093, -0.9395
1462833586.390538, 1, -0.2714, 1.2446, 0.0921, 0.0040, 0.1471, 0.3095, -0.9395
1462833586.683132, 1, -0.2713, 1.2448, 0.0922, 0.0043, 0.1467, 0.3096, -0.9395
1462833586.684957, 1, -0.2705, 1.2449, 0.0924, 0.0043, 0.1490, 0.3110, -0.9387
1462833586.686018, 1, -0.2705, 1.2449, 0.0925, 0.0041, 0.1490, 0.3112, -0.9386
1462833586.686064, 1, -0.2706, 1.2449, 0.0925, 0.0040, 0.1489, 0.3114, -0.9386
1462833586.686687, 1, -0.2706, 1.2449, 0.0926, 0.0037, 0.1489, 0.3115, -0.9385
1462833586.687472, 1, -0.2706, 1.2449, 0.0927, 0.0039, 0.1488, 0.3118, -0.9384
1462833586.688185, 1, -0.2706, 1.2449, 0.0928, 0.0041, 0.1485, 0.3120, -0.9384
1462833586.688837, 1, -0.2705, 1.2449, 0.0929, 0.0042, 0.1483, 0.3119, -0.9384
