1464041054.728026, 1, -1.3658, 1.4241, -2.3319, 0.0857, -0.2915, 0.3566, 0.8835
1464041054.728756, 1, -1.3672, 1.4249, -2.3317, 0.0846, -0.2931, 0.3581, 0.8825
1464041054.729414, 1, -1.3685, 1.4256, -2.3315, 0.0841, -0.2940, 0.3590, 0.8818
1464041054.730058, 1, -1.3697, 1.4260, -2.3313, 0.0833, -0.2947, 0.3598, 0.8813
1464041054.730724, 1, -1.3710, 1.4263, -2.3312, 0.0832, -0.2948, 0.3605, 0.8810
1464041054.731349, 1, -1.3723, 1.4264, -2.3312, 0.0840, -0.2944, 0.3612, 0.8808
1464041054.732568, 1, -1.3731, 1.4266, -2.3315, 0.0857, -0.2934, 0.3610, 0.8811
1464041054.733207, 1, -1.3739, 1.4265, -2.3320, 0.0884, -0.2914, 0.3597, 0.8820
1464041054.733832, 1, -1.3745, 1.4263, -2.3328, 0.0921, -0.2879, 0.3579, 0.8835
1464041054.734539, 1, -1.3749, 1.4259, -2.3339, 0.0966, -0.2832, 0.3557, 0.8854
1464041054.735257, 1, -1.3752, 1.4252, -2.3350, 0.1032, -0.2769, 0.3532, 0.8876
1464041054.735891, 1, -1.3748, 1.4244, -2.3364, 0.1154, -0.2670, 0.3513, 0.8899
1464041054.736482, 1, -1.3747, 1.4236, -2.3377, 0.1293, -0.2571, 0.3512, 0.8910
1464041054.737206, 1, -1.3743, 1.4227, -2.3393, 0.1464, -0.2465, 0.3520, 0.8910
1464041054.737732, 1, -1.3741, 1.4215, -2.3410, 0.1670, -0.2347, 0.3506, 0.8911
1464041054.738481, 1, -1.3740, 1.4201, -2.3426, 0.1930, -0.2202, 0.3507, 0.8895
1464041054.741853, 1, -1.3740, 1.4185, -2.3439, 0.2219, -0.2055, 0.3483, 0.8873
1464041054.742445, 1, -1.3742, 1.4167, -2.3449, 0.2495, -0.1910, 0.3440, 0.8848
1464041054.743060, 1, -1.3743, 1.4149, -2.3456, 0.2710, -0.1793, 0.3401, 0.8825
1464041054.743639, 1, -1.3746, 1.4130, -2.3460, 0.2823, -0.1719, 0.3358, 0.8820
1464041055.035954, 1, -1.3751, 1.4112, -2.3459, 0.2814, -0.1708, 0.3355, 0.8826
1464041055.036139, 1, -1.3757, 1.4096, -2.3455, 0.2713, -0.1747, 0.3345, 0.8854
1464041055.036859, 1, -1.3764, 1.4080, -2.3450, 0.2583, -0.1810, 0.3292, 0.8900
1464041055.037597, 1, -1.3769, 1.4063, -2.3446, 0.2484, -0.1866, 0.3176, 0.8959
1464041055.038221, 1, -1.3774, 1.4049, -2.3442, 0.2442, -0.1906, 0.3038, 0.9010
1464041055.038892, 1, -1.3778, 1.4037, -2.3438, 0.2442, -0.1930, 0.2925, 0.9042
1464041055.039558, 1, -1.3782, 1.4027, -2.3433, 0.2445, -0.1952, 0.2855, 0.9059
1464041055.040239, 1, -1.3788, 1.4021, -2.3429, 0.2434, -0.1973, 0.2834, 0.9064
1464041055.040886, 1, -1.3795, 1.4018, -2.3425, 0.2394, -0.2002, 0.2851, 0.9063
1464041055.041479, 1, -1.3802, 1.4017, -2.3421, 0.2328, -0.2039, 0.2888, 0.9060
1464041055.042220, 1, -1.3810, 1.4018, -2.3417, 0.2252, -0.2081, 0.2940, 0.9053
1464041055.042956, 1, -1.3818, 1.4020, -2.3415, 0.2207, -0.2112, 0.3001, 0.9037
1464041055.043569, 1, -1.3824, 1.4023, -2.3416, 0.2237, -0.2115, 0.3074, 0.9004
1464041055.044225, 1, -1.3829, 1.4026, -2.3420, 0.2332, -0.2082, 0.3123, 0.8971
1464041055.044953, 1, -1.3833, 1.4028, -2.3425, 0.2434, -0.2030, 0.3148, 0.8947
1464041055.045622, 1, -1.3836, 1.4031, -2.3429, 0.2487, -0.1979, 0.3160, 0.8939
1464041055.046323, 1, -1.3838, 1.4032, -2.3432, 0.2483, -0.1946, 0.3175, 0.8943
1464041055.046905, 1, -1.3840, 1.4033, -2.3436, 0.2449, -0.1941, 0.3194, 0.8946
1464041055.047575, 1, -1.3841, 1.4033, -2.3440, 0.2407, -0.1978, 0.3221, 0.8940
1464041055.048292, 1, -1.3841, 1.4031, -2.3444, 0.2393, -0.2049, 0.3232, 0.8924
1464041055.343024, 1, -1.3843, 1.4028, -2.3447, 0.2424, -0.2145, 0.3204, 0.8903
1464041055.343531, 1, -1.3844, 1.4025, -2.3452, 0.2488, -0.2241, 0.3154, 0.8879
1464041055.344408, 1, -1.3846, 1.4022, -2.3455, 0.2540, -0.2321, 0.3105, 0.8861
1464041055.345027, 1, -1.3848, 1.4019, -2.3458, 0.2563, -0.2383, 0.3074, 0.8849
1464041055.345660, 1, -1.3850, 1.4016, -2.3461, 0.2554, -0.2425, 0.3072, 0.8841
1464041055.346308, 1, -1.3851, 1.4014, -2.3465, 0.2520, -0.2451, 0.3095, 0.8835
1464041055.347003, 1, -1.3850, 1.4012, -2.3470, 0.2452, -0.2455, 0.3123, 0.8843
1464041055.347607, 1, -1.3848, 1.4008, -2.3473, 0.2321, -0.2457, 0.3150, 0.8869
1464041055.348766, 1, -1.3845, 1.4003, -2.3474, 0.2152, -0.2482, 0.3152, 0.8904
1464041055.349523, 1, -1.3840, 1.3997, -2.3473, 0.1951, -0.2516, 0.3129, 0.8948
1464041055.350133, 1, -1.3835, 1.3992, -2.3470, 0.1738, -0.2562, 0.3079, 0.8996
1464041055.350857, 1, -1.3833, 1.3986, -2.3467, 0.1553, -0.2607, 0.3000, 0.9044
1464041055.351418, 1, -1.3830, 1.3982, -2.3464, 0.1420, -0.2647, 0.2926, 0.9078
1464041055.352165, 1, -1.3832, 1.3978, -2.3462, 0.1352, -0.2688, 0.2872, 0.9094
1464041055.353098, 1, -1.3829, 1.3974, -2.3461, 0.1383, -0.2704, 0.2843, 0.9094
1464041055.353992, 1, -1.3825, 1.3969, -2.3462, 0.1422, -0.2724, 0.2830, 0.9086
1464041055.354690, 1, -1.3821, 1.3965, -2.3463, 0.1433, -0.2755, 0.2816, 0.9079
1464041055.355276, 1, -1.3818, 1.3961, -2.3464, 0.1426, -0.2791, 0.2791, 0.9077
1464041055.355904, 1, -1.3814, 1.3958, -2.3465, 0.1397, -0.2833, 0.2785, 0.9070
1464041055.356492, 1, -1.3810, 1.3956, -2.3467, 0.1353, -0.2869, 0.2793, 0.9063
1464041055.650703, 1, -1.3809, 1.3954, -2.3470, 0.1320, -0.2895, 0.2794, 0.9059
1464041055.651551, 1, -1.3806, 1.3954, -2.3475, 0.1317, -0.2893, 0.2792, 0.9061
1464041055.652023, 1, -1.3805, 1.3955, -2.3481, 0.1345, -0.2867, 0.2779, 0.9069
1464041055.652659, 1, -1.3806, 1.3958, -2.3488, 0.1411, -0.2818, 0.2771, 0.9077
1464041055.653394, 1, -1.3805, 1.3959, -2.3498, 0.1534, -0.2738, 0.2773, 0.9081
1464041055.654065, 1, -1.3805, 1.3963, -2.3505, 0.1667, -0.2655, 0.2804, 0.9072
1464041055.655027, 1, -1.3802, 1.3966, -2.3513, 0.1799, -0.2578, 0.2837, 0.9059
1464041055.655401, 1, -1.3800, 1.3969, -2.3521, 0.1917, -0.2496, 0.2844, 0.9056
1464041055.656097, 1, -1.3800, 1.3971, -2.3529, 0.2014, -0.2411, 0.2804, 0.9070
1464041055.656768, 1, -1.3798, 1.3973, -2.3535, 0.2090, -0.2328, 0.2775, 0.9084
1464041055.657387, 1, -1.3798, 1.3975, -2.3538, 0.2128, -0.2264, 0.2748, 0.9099
1464041055.658013, 1, -1.3798, 1.3976, -2.3539, 0.2132, -0.2228, 0.2736, 0.9111
1464041055.658820, 1, -1.3798, 1.3977, -2.3538, 0.2124, -0.2219, 0.2731, 0.9116
1464041055.659677, 1, -1.3799, 1.3977, -2.3537, 0.2119, -0.2229, 0.2729, 0.9116
1464041055.660175, 1, -1.3799, 1.3976, -2.3536, 0.2129, -0.2252, 0.2728, 0.9108
1464041055.660814, 1, -1.3799, 1.3975, -2.3535, 0.2152, -0.2282, 0.2733, 0.9093
1464041055.661830, 1, -1.3799, 1.3974, -2.3534, 0.2179, -0.2319, 0.2748, 0.9073
1464041055.662167, 1, -1.3799, 1.3972, -2.3533, 0.2200, -0.2368, 0.2768, 0.9049
1464041055.663203, 1, -1.3799, 1.3971, -2.3533, 0.2202, -0.2420, 0.2781, 0.9031
1464041055.663737, 1, -1.3800, 1.3971, -2.3533, 0.2176, -0.2458, 0.2787, 0.9025
1464041055.958220, 1, -1.3802, 1.3972, -2.3531, 0.2115, -0.2482, 0.2790, 0.9032
1464041055.958440, 1, -1.3805, 1.3974, -2.3530, 0.2039, -0.2497, 0.2813, 0.9038
1464041055.959352, 1, -1.3808, 1.3977, -2.3528, 0.1965, -0.2515, 0.2862, 0.9034
1464041055.959649, 1, -1.3808, 1.3979, -2.3525, 0.1934, -0.2522, 0.2923, 0.9020
1464041055.960232, 1, -1.3810, 1.3978, -2.3522, 0.1922, -0.2533, 0.2955, 0.9009
1464041055.961298, 1, -1.3811, 1.3977, -2.3519, 0.1934, -0.2551, 0.2980, 0.8993
1464041055.961604, 1, -1.3813, 1.3973, -2.3514, 0.1954, -0.2584, 0.2986, 0.8977
1464041055.962267, 1, -1.3816, 1.3970, -2.3508, 0.1984, -0.2632, 0.3029, 0.8942
1464041055.962897, 1, -1.3818, 1.3966, -2.3501, 0.1996, -0.2704, 0.3069, 0.8904
1464041055.963607, 1, -1.3820, 1.3962, -2.3493, 0.2001, -0.2791, 0.3103, 0.8864
1464041055.964228, 1, -1.3822, 1.3959, -2.3486, 0.2027, -0.2849, 0.3141, 0.8827
1464041055.965010, 1, -1.3823, 1.3956, -2.3481, 0.2064, -0.2882, 0.3177, 0.8795
1464041055.965752, 1, -1.3823, 1.3954, -2.3479, 0.2074, -0.2875, 0.3190, 0.8789
1464041055.966464, 1, -1.3822, 1.3953, -2.3479, 0.2051, -0.2851, 0.3189, 0.8803
1464041055.967053, 1, -1.3822, 1.3953, -2.3478, 0.2005, -0.2820, 0.3191, 0.8823
1464041055.970535, 1, -1.3822, 1.3953, -2.3477, 0.1941, -0.2806, 0.3202, 0.8838
1464041055.970589, 1, -1.3821, 1.3952, -2.3475, 0.1870, -0.2824, 0.3230, 0.8837
1464041055.970619, 1, -1.3820, 1.3950, -2.3475, 0.1806, -0.2873, 0.3225, 0.8837
1464041055.970647, 1, -1.3817, 1.3947, -2.3474, 0.1765, -0.2944, 0.3212, 0.8826
1464041055.970676, 1, -1.3815, 1.3945, -2.3474, 0.1749, -0.3017, 0.3200, 0.8809
1464041056.265193, 1, -1.3813, 1.3942, -2.3474, 0.1747, -0.3077, 0.3195, 0.8791
1464041056.265932, 1, -1.3810, 1.3940, -2.3474, 0.1762, -0.3119, 0.3201, 0.8771
1464041056.266534, 1, -1.3806, 1.3937, -2.3475, 0.1779, -0.3142, 0.3213, 0.8754
1464041056.267154, 1, -1.3802, 1.3935, -2.3476, 0.1804, -0.3168, 0.3273, 0.8717
1464041056.267789, 1, -1.3799, 1.3932, -2.3475, 0.1819, -0.3191, 0.3343, 0.8679
1464041056.268506, 1, -1.3796, 1.3930, -2.3473, 0.1801, -0.3207, 0.3408, 0.8652
1464041056.269107, 1, -1.3793, 1.3929, -2.3470, 0.1758, -0.3216, 0.3448, 0.8642
1464041056.269797, 1, -1.3791, 1.3928, -2.3465, 0.1693, -0.3220, 0.3475, 0.8642
1464041056.270485, 1, -1.3790, 1.3928, -2.3460, 0.1628, -0.3224, 0.3507, 0.8640
1464041056.271083, 1, -1.3790, 1.3928, -2.3455, 0.1563, -0.3236, 0.3555, 0.8628
1464041056.271740, 1, -1.3789, 1.3927, -2.3449, 0.1485, -0.3249, 0.3599, 0.8619
1464041056.272396, 1, -1.3790, 1.3927, -2.3444, 0.1409, -0.3277, 0.3633, 0.8607
1464041056.273073, 1, -1.3798, 1.3925, -2.3441, 0.1344, -0.3282, 0.3650, 0.8608
1464041056.275008, 1, -1.3803, 1.3924, -2.3436, 0.1278, -0.3327, 0.3649, 0.8602
1464041056.275673, 1, -1.3800, 1.3923, -2.3429, 0.1190, -0.3394, 0.3672, 0.8578
1464041056.276292, 1, -1.3801, 1.3922, -2.3425, 0.1147, -0.3427, 0.3673, 0.8570
1464041056.276884, 1, -1.3802, 1.3921, -2.3422, 0.1128, -0.3441, 0.3672, 0.8568
1464041056.277514, 1, -1.3802, 1.3920, -2.3419, 0.1130, -0.3440, 0.3671, 0.8568
